instance,vCPU,RAM,Temp Storage,Pay as you go,1 year savings plan,3 year savings plan,Spot
D8v3,8,32 GiB,200 GiB,$280.3200/month,$193.4208/month ~31% savings,$131.7504/month ~53% savings,$39.2448/month ~85% savings
